window_start,entropy_url_paths,entropy_query_params,entropy_user_agents,entropy_referers,entropy_accept_languages,entropy_cookies,entropy_content_types,entropy_methods,entropy_response_codes,entropy_content_lengths,normalized_entropy_urls,normalized_entropy_ips,normalized_entropy_sessions,normalized_entropy_headers,conditional_entropy_url_given_ip,conditional_entropy_method_given_url,conditional_entropy_response_given_request,mutual_info_ip_url,mutual_info_method_response,mutual_info_time_url,request_rate,unique_ip_ratio,session_diversity,error_rate,avg_response_time,std_response_time,get_post_ratio,repeat_request_ratio,request_interval_entropy,burst_intensity,temporal_regularity,traffic_volume,packet_size_variance,connection_duration,entropy_src_ip,entropy_dst_ip,entropy_dst_port,entropy_protocol,norm_entropy_src_ip,norm_entropy_dst_ip,norm_entropy_dst_port,renyi_entropy_src_ip,renyi_entropy_dst_ip,mi_srcip_dstip,mi_srcip_dstport,mean_flow_bytes_s,std_flow_bytes_s,mean_flow_pkts_s,std_flow_pkts_s,mean_pkt_len,std_pkt_len,pkt_len_var_mean,mean_tot_fwd_pkts,mean_tot_bwd_pkts
2017-04-07 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8396713314395794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.6,0.19827586206896552,0.3706896551724138,0.0,3750.6792672413794,16639.226489951423,0.0,0.09482758620689655,-0.0,1.0,1.0,38074579.28142869,124431.05084957244,3750.6792672413794,3.7983052904918204,3.749019634591326,4.7272730313672815,0.6226343162547098,0.8396713314395794,0.7975891319533762,0.8607792212298289,3.285509438589613,3.027711681121966,1.9727112632082868,2.1277791024038497,3807457.9281428684,29026672.78904295,97193.58499128257,332067.99837565445,165.02651068551725,308.381715240776,124431.05084957244,7.879310344827586,9.775862068965518
2017-04-07 01:01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7439936311531645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.9,0.11173184357541899,0.25139664804469275,0.0,5109.405312849162,20759.202269798432,0.0,0.10614525139664804,-0.0,1.0,1.0,7169458.741693288,105057.17178695145,5109.405312849162,3.2154869768981276,3.798234156262059,4.0175288603388895,0.9666911093245449,0.7439936311531645,0.7465871053573282,0.7047752557672871,2.719407464860039,3.015982568623893,1.740846363148771,1.5503011422711162,716945.8741693288,3001203.301156557,43803.27784018194,177525.04905655663,146.27514907089386,259.8550011999068,105057.17178695145,9.128491620111731,11.41340782122905
2017-04-07 01:02:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7573191980294276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.4,0.1038961038961039,0.18831168831168832,0.0,4434.8145649350645,15157.14126885847,0.0,0.15584415584415584,-0.0,1.0,1.0,14595288.570482321,97336.27780181429,4434.8145649350645,3.0292767921177104,3.1138756811779222,3.6839559101438026,0.950771758230345,0.7573191980294276,0.7330340904648952,0.6789119360516813,2.60431467275283,2.482364140475038,1.4464567651166707,1.4242113163279682,1459528.857048232,5256177.310374773,111633.81019859012,299848.64774193655,145.62391152759741,274.0423246629687,97336.27780181429,6.883116883116883,8.344155844155845
2017-04-07 01:03:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7975919756503109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.1,0.25,0.0,12678.474307142857,34658.120666270595,0.0,0.1,-0.0,1.0,1.0,50739806.834965505,169930.03941373914,12678.474307142857,3.03671573428586,3.836712857362781,3.778938933713338,0.9553453454343871,0.7975919756503109,0.7819030774389986,0.7100695211090254,2.6991889433632497,3.147430363655226,1.763714671317671,1.487830652252204,5073980.683496551,52228031.45180833,39964.028400717056,191027.6726672674,203.29014862628574,317.028598824213,169930.03941373914,9.621428571428572,11.092857142857143
2017-04-07 01:04:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8370043199549546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.1,0.09917355371900827,0.3305785123966942,0.0,8880.654123966942,26858.121060567995,0.0,0.18181818181818182,-0.0,1.0,1.0,14245534.074103229,127597.37121059884,8880.654123966942,3.0006290999801246,3.720297070192498,3.4114793209164813,0.9916574448985775,0.8370043199549546,0.7375111821487981,0.7346220859354333,2.6924311396155916,2.8871705775016765,1.7272817578889543,1.3959010268503902,1424553.407410323,6299891.143438002,41691.95747897121,133710.52886612338,168.03224923190083,302.5818856190889,127597.37121059884,6.909090909090909,9.0
2017-04-07 01:05:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7954018840638669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.1,0.13812154696132597,0.3314917127071823,0.0,7693.656779005525,25134.561590140693,0.0,0.09944751381215469,-0.0,1.0,1.0,143940004.40643555,106190.95994045024,7693.656779005525,3.693731962668466,3.9910259126764327,4.060860735944234,1.0310682188381892,0.7954018840638669,0.7719697890323383,0.7232538899940543,3.2435524757934826,3.2179222623032797,1.8308846034336774,1.8172897672600437,14394000.440643556,154019077.37736097,66684.62582390406,214100.96683783925,145.22165833952485,280.10749073951746,106190.95994045024,6.790055248618785,6.801104972375691
2017-04-07 01:06:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.718430470278537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.6,0.1326530612244898,0.25510204081632654,0.0,3893.8681275510207,16617.86734170308,0.0,0.11734693877551021,-0.0,1.0,1.0,11732052.869293263,93348.88710773618,3893.8681275510207,3.3769391172200187,3.475352974038023,3.866899957052268,0.9648204164251178,0.718430470278537,0.6950705948076046,0.6851521064725458,2.636962650962336,2.5932482465944955,1.4959149874481026,1.7032545679384208,1173205.2869293264,4303958.566964057,68514.50560946115,217591.48364129176,144.72067519887756,268.796828076863,93348.88710773618,5.530612244897959,6.653061224489796
2017-04-07 01:07:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42807904346021775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.6,0.055347091932457786,0.22607879924953095,0.0,19794.18349155722,40011.10594336764,0.0,0.2101313320825516,-0.0,1.0,1.0,10708309.515445061,133379.2308836354,19794.18349155722,2.5182362095887156,4.904338034184509,2.827602008364488,0.9941310572907713,0.42807904346021775,0.6574680598895875,0.40459716457324685,1.454936064109891,3.175256922249957,1.1944275841143095,1.0244516116390006,1070830.951544506,19265440.628667403,44152.334056903914,202146.6690927377,148.70773633534242,197.6474464548407,133379.2308836354,9.325515947467167,9.72983114446529
2017-04-07 01:08:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40382841920817686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.4,0.07496012759170653,0.1762360446570973,0.0,9987.340110047848,28303.498825040606,0.0,0.2727272727272727,-0.0,1.0,1.0,21836991.709333956,88830.24453739177,9987.340110047848,2.6469292545325196,4.334754176671664,2.9158089546977353,1.0079977045637856,0.40382841920817686,0.6172781449341751,0.39489785061811267,1.4382138067875492,2.6954958371777082,1.1969845347320232,1.175691485761429,2183699.1709333956,34664188.976995096,40800.20226109973,174240.86980734675,118.61115805530622,183.97830813816805,88830.24453739177,5.4298245614035086,5.652312599681021
2017-04-07 01:09:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6348325952241174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129.2,0.09829721362229102,0.23529411764705882,0.0,11757.455691950465,31866.328163940772,0.0,0.13622291021671826,-0.0,1.0,1.0,9196677.421803955,88909.63946336917,11757.455691950465,4.436644836906622,4.553045163513989,3.7351696023305405,0.9917546997949653,0.6348325952241174,0.6395677555134083,0.4624557237253752,3.5047745864373585,2.9538139215281953,1.8128513932272796,1.6473590363815416,919667.7421803954,5754265.330850669,66456.51786292171,245920.9874693676,111.7297330184009,192.37667097076385,88909.63946336917,7.38390092879257,8.179566563467493
2017-04-07 01:10:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47281704826357035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.5,0.08758169934640522,0.25620915032679736,0.0,10251.21345751634,28232.529088527586,0.0,0.2522875816993464,-0.0,1.0,1.0,5016004.878890561,84423.57363564376,10251.21345751634,2.868150385535795,4.689926943146883,3.067169891828117,0.9981134407046749,0.47281704826357035,0.6732805311633898,0.44888325225048287,1.534900387973108,3.1087620597246803,1.3643648211928492,1.2533870921297767,501600.4878890561,2331373.0465286844,38909.15212065396,171629.32002424332,113.58219231296341,188.60846284292248,84423.57363564376,5.4601307189542485,5.542483660130719
2017-04-07 01:11:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7433929523304087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.9,0.2176039119804401,0.37163814180929094,0.0,5365.4571295843525,21728.985066505636,0.0,0.07823960880195599,-0.0,1.0,1.0,38072361.15775825,87354.35501290858,5365.4571295843525,4.814014593750837,4.121706425098566,5.248712001936402,0.8103078827956911,0.7433929523304087,0.6977793745092978,0.7083864311082501,3.7705957753923354,3.1987579113122684,1.9947129443479459,2.608583018850932,3807236.1157758255,51595722.52043705,64235.73894446969,218743.73698025537,108.94558038234474,233.04406429475262,87354.35501290858,5.425427872860635,5.823960880195599
